,index,y
1197857,2019-10-30_8QR,50
1224840,2019-10-31_8QR,49
35236,2019-11-01_8QR,15
75793,2019-11-02_8QR,26
116280,2019-11-03_8QR,21
156787,2019-11-04_8QR,57
197364,2019-11-05_8QR,69
237933,2019-11-06_8QR,58
278432,2019-11-07_8QR,57
318791,2019-11-08_8QR,63
359132,2019-11-09_8QR,11
399676,2019-11-10_8QR,15
440185,2019-11-11_8QR,35
480647,2019-11-12_8QR,72
521127,2019-11-13_8QR,63
561626,2019-11-14_8QR,64
602106,2019-11-15_8QR,58
642588,2019-11-16_8QR,18
682982,2019-11-17_8QR,29
723294,2019-11-18_8QR,60
763661,2019-11-19_8QR,59
804110,2019-11-20_8QR,62
844431,2019-11-21_8QR,52
884682,2019-11-22_8QR,62
924953,2019-11-23_8QR,26
965280,2019-11-24_8QR,26
1005629,2019-11-25_8QR,64
1045976,2019-11-26_8QR,67
1086350,2019-11-27_8QR,64
1126646,2019-11-28_8QR,68
1164340,2019-11-29_8QR,54
1201225,2019-11-30_8QR,17
38610,2019-12-01_8QR,15
79195,2019-12-02_8QR,65
119687,2019-12-03_8QR,75
160205,2019-12-04_8QR,56
241319,2019-12-06_8QR,5
362507,2019-12-09_8QR,5
524529,2019-12-13_8QR,5
645972,2019-12-16_8QR,5
928361,2019-12-23_8QR,5
1049376,2019-12-26_8QR,5
1204626,2019-12-30_8QR,5
42443,2020-01-02_8QR,5
83035,2020-01-03_8QR,15
123524,2020-01-04_8QR,5
204509,2020-01-06_8QR,17
245067,2020-01-07_8QR,14
285504,2020-01-08_8QR,21
325835,2020-01-09_8QR,14
366277,2020-01-10_8QR,26
406827,2020-01-11_8QR,20
447351,2020-01-12_8QR,15
487825,2020-01-13_8QR,43
528305,2020-01-14_8QR,37
568781,2020-01-15_8QR,41
609229,2020-01-16_8QR,35
649759,2020-01-17_8QR,41
690124,2020-01-18_8QR,15
730482,2020-01-19_8QR,25
770865,2020-01-20_8QR,54
811303,2020-01-21_8QR,59
851604,2020-01-22_8QR,48
891829,2020-01-23_8QR,51
932148,2020-01-24_8QR,43
972463,2020-01-25_8QR,15
1012770,2020-01-26_8QR,20
1053146,2020-01-27_8QR,46
1093500,2020-01-28_8QR,55
1133788,2020-01-29_8QR,49
1171465,2020-01-30_8QR,53
1208418,2020-01-31_8QR,54
5458,2020-02-01_8QR,15
45814,2020-02-02_8QR,25
86396,2020-02-03_8QR,49
126880,2020-02-04_8QR,47
167405,2020-02-05_8QR,44
207909,2020-02-06_8QR,47
248459,2020-02-07_8QR,50
288889,2020-02-08_8QR,15
329229,2020-02-09_8QR,20
369670,2020-02-10_8QR,32
410188,2020-02-11_8QR,53
450716,2020-02-12_8QR,51
491229,2020-02-13_8QR,57
531704,2020-02-14_8QR,58
572175,2020-02-15_8QR,20
612622,2020-02-16_8QR,21
653145,2020-02-17_8QR,51
693516,2020-02-18_8QR,58
733881,2020-02-19_8QR,43
774275,2020-02-20_8QR,40
814706,2020-02-21_8QR,49
855007,2020-02-22_8QR,15
895232,2020-02-23_8QR,28
935531,2020-02-24_8QR,56
975853,2020-02-25_8QR,60
1016178,2020-02-26_8QR,63
1056554,2020-02-27_8QR,58
1096906,2020-02-28_8QR,55
1135474,2020-02-29_8QR,27
8865,2020-03-01_8QR,15
49221,2020-03-02_8QR,48
89801,2020-03-03_8QR,56
130281,2020-03-04_8QR,53
170802,2020-03-05_8QR,51
211294,2020-03-06_8QR,61
251862,2020-03-07_8QR,26
292293,2020-03-08_8QR,24
332622,2020-03-09_8QR,60
373062,2020-03-10_8QR,54
413591,2020-03-11_8QR,58
454108,2020-03-12_8QR,52
494620,2020-03-13_8QR,57
535109,2020-03-14_8QR,27
575580,2020-03-15_8QR,20
616032,2020-03-16_8QR,24
656545,2020-03-17_8QR,13
696895,2020-03-18_8QR,10
737273,2020-03-19_8QR,15
777665,2020-03-20_8QR,15
818048,2020-03-21_8QR,5
858296,2020-03-22_8QR,5
898610,2020-03-23_8QR,15
938937,2020-03-24_8QR,10
979250,2020-03-25_8QR,15
1019577,2020-03-26_8QR,10
1059952,2020-03-27_8QR,15
1100304,2020-03-28_8QR,10
1138029,2020-03-29_8QR,5
1174858,2020-03-30_8QR,15
1211796,2020-03-31_8QR,20
12256,2020-04-01_8QR,15
52617,2020-04-02_8QR,5
93151,2020-04-03_8QR,10
133626,2020-04-04_8QR,5
214685,2020-04-06_8QR,10
255242,2020-04-07_8QR,10
295627,2020-04-08_8QR,5
335968,2020-04-09_8QR,10
376461,2020-04-10_8QR,10
416991,2020-04-11_8QR,5
457500,2020-04-12_8QR,5
497964,2020-04-13_8QR,5
538419,2020-04-14_8QR,10
578951,2020-04-15_8QR,5
619428,2020-04-16_8QR,10
659942,2020-04-17_8QR,10
700257,2020-04-18_8QR,5
740608,2020-04-19_8QR,5
781007,2020-04-20_8QR,15
821327,2020-04-21_8QR,10
861573,2020-04-22_8QR,5
901951,2020-04-23_8QR,10
942273,2020-04-24_8QR,10
982615,2020-04-25_8QR,5
1022924,2020-04-26_8QR,5
1063307,2020-04-27_8QR,10
1103608,2020-04-28_8QR,5
1141327,2020-04-29_8QR,5
1178217,2020-04-30_8QR,5
15599,2020-05-01_8QR,5
55966,2020-05-02_8QR,10
96476,2020-05-03_8QR,10
136945,2020-05-04_8QR,10
177513,2020-05-05_8QR,10
218037,2020-05-06_8QR,15
258589,2020-05-07_8QR,10
298959,2020-05-08_8QR,5
339308,2020-05-09_8QR,5
379805,2020-05-10_8QR,15
420307,2020-05-11_8QR,24
460804,2020-05-12_8QR,22
501254,2020-05-13_8QR,20
541734,2020-05-14_8QR,26
582300,2020-05-15_8QR,28
622773,2020-05-16_8QR,15
663285,2020-05-17_8QR,15
703566,2020-05-18_8QR,25
743902,2020-05-19_8QR,33
784355,2020-05-20_8QR,22
824679,2020-05-21_8QR,20
864921,2020-05-22_8QR,26
905293,2020-05-23_8QR,17
945608,2020-05-24_8QR,20
985951,2020-05-25_8QR,35
1026244,2020-05-26_8QR,49
1066652,2020-05-27_8QR,32
1106944,2020-05-28_8QR,21
1144672,2020-05-29_8QR,37
1181574,2020-05-30_8QR,20
1215151,2020-05-31_8QR,15
18896,2020-06-01_8QR,31
59254,2020-06-02_8QR,37
99752,2020-06-03_8QR,32
140263,2020-06-04_8QR,26
180837,2020-06-05_8QR,28
221413,2020-06-06_8QR,25
261941,2020-06-07_8QR,25
302269,2020-06-08_8QR,48
342621,2020-06-09_8QR,36
383159,2020-06-10_8QR,37
423692,2020-06-11_8QR,34
464187,2020-06-12_8QR,27
504648,2020-06-13_8QR,15
545137,2020-06-14_8QR,35
585683,2020-06-15_8QR,47
626149,2020-06-16_8QR,37
666580,2020-06-17_8QR,45
706869,2020-06-18_8QR,42
747211,2020-06-19_8QR,40
787660,2020-06-20_8QR,24
827958,2020-06-21_8QR,21
868199,2020-06-22_8QR,49
908472,2020-06-23_8QR,36
948799,2020-06-24_8QR,33
989164,2020-06-25_8QR,52
1029465,2020-06-26_8QR,36
1069859,2020-06-27_8QR,22
1110146,2020-06-28_8QR,22
1147871,2020-06-29_8QR,42
1184750,2020-06-30_8QR,51
22109,2020-07-01_8QR,43
62661,2020-07-02_8QR,39
103165,2020-07-03_8QR,43
143675,2020-07-04_8QR,29
184230,2020-07-05_8QR,12
224802,2020-07-06_8QR,49
265318,2020-07-07_8QR,53
305655,2020-07-08_8QR,50
346022,2020-07-09_8QR,47
386562,2020-07-10_8QR,47
427090,2020-07-11_8QR,27
467569,2020-07-12_8QR,23
508020,2020-07-13_8QR,45
548501,2020-07-14_8QR,27
589044,2020-07-15_8QR,45
629493,2020-07-16_8QR,5
669922,2020-07-17_8QR,48
710230,2020-07-18_8QR,15
750564,2020-07-19_8QR,39
791008,2020-07-20_8QR,48
831303,2020-07-21_8QR,50
871547,2020-07-22_8QR,41
911813,2020-07-23_8QR,31
952148,2020-07-24_8QR,45
992504,2020-07-25_8QR,26
1032804,2020-07-26_8QR,23
1073185,2020-07-27_8QR,50
1113477,2020-07-28_8QR,44
1151217,2020-07-29_8QR,33
1188099,2020-07-30_8QR,40
1218490,2020-07-31_8QR,32
25468,2020-08-01_8QR,19
66008,2020-08-02_8QR,49
106503,2020-08-03_8QR,34
147016,2020-08-04_8QR,38
187582,2020-08-05_8QR,35
228154,2020-08-06_8QR,32
268670,2020-08-07_8QR,33
309017,2020-08-08_8QR,16
349376,2020-08-09_8QR,20
389909,2020-08-10_8QR,28
430424,2020-08-11_8QR,38
470898,2020-08-12_8QR,35
511365,2020-08-13_8QR,35
551855,2020-08-14_8QR,28
592353,2020-08-15_8QR,15
632802,2020-08-16_8QR,15
673223,2020-08-17_8QR,10
713529,2020-08-18_8QR,42
753889,2020-08-19_8QR,37
794326,2020-08-20_8QR,41
834631,2020-08-21_8QR,33
874873,2020-08-22_8QR,23
915141,2020-08-23_8QR,20
955470,2020-08-24_8QR,37
995825,2020-08-25_8QR,32
1036144,2020-08-26_8QR,39
1076534,2020-08-27_8QR,36
1116842,2020-08-28_8QR,35
1221846,2020-08-31_8QR,57
28823,2020-09-01_8QR,52
69364,2020-09-02_8QR,56
109873,2020-09-03_8QR,58
150376,2020-09-04_8QR,63
190944,2020-09-05_8QR,20
231516,2020-09-06_8QR,29
272019,2020-09-07_8QR,64
312370,2020-09-08_8QR,52
352720,2020-09-09_8QR,57
393268,2020-09-10_8QR,60
433792,2020-09-11_8QR,62
474252,2020-09-12_8QR,24
514720,2020-09-13_8QR,28
555199,2020-09-14_8QR,70
595698,2020-09-15_8QR,63
636166,2020-09-16_8QR,60
676592,2020-09-17_8QR,46
716923,2020-09-18_8QR,67
757283,2020-09-19_8QR,20
797714,2020-09-20_8QR,24
838027,2020-09-21_8QR,67
878267,2020-09-22_8QR,54
918549,2020-09-23_8QR,56
958892,2020-09-24_8QR,49
999245,2020-09-25_8QR,55
1039570,2020-09-26_8QR,20
1079952,2020-09-27_8QR,15
1120262,2020-09-28_8QR,56
1157984,2020-09-29_8QR,69
1194872,2020-09-30_8QR,57
32246,2020-10-01_8QR,5
72794,2020-10-02_8QR,58
113302,2020-10-03_8QR,25
153797,2020-10-04_8QR,32
194364,2020-10-05_8QR,50
234935,2020-10-06_8QR,53
275436,2020-10-07_8QR,59
315799,2020-10-08_8QR,52
356142,2020-10-09_8QR,46
396688,2020-10-10_8QR,30
437195,2020-10-11_8QR,24
477662,2020-10-12_8QR,70
518132,2020-10-13_8QR,70
558627,2020-10-14_8QR,58
599109,2020-10-15_8QR,52
639589,2020-10-16_8QR,53
680013,2020-10-17_8QR,28
720325,2020-10-18_8QR,30
760674,2020-10-19_8QR,58
801112,2020-10-20_8QR,46
841434,2020-10-21_8QR,43
881685,2020-10-22_8QR,46
921962,2020-10-23_8QR,51
962305,2020-10-24_8QR,27
1002653,2020-10-25_8QR,20
1042980,2020-10-26_8QR,52
1083355,2020-10-27_8QR,59
1123645,2020-10-28_8QR,47
1161398,2020-10-29_8QR,48
1198277,2020-10-30_8QR,31
1225261,2020-10-31_8QR,15
35647,2020-11-01_8QR,10
76204,2020-11-02_8QR,27
116694,2020-11-03_8QR,34
157209,2020-11-04_8QR,34
197785,2020-11-05_8QR,29
238355,2020-11-06_8QR,31
278851,2020-11-07_8QR,15
319210,2020-11-08_8QR,15
359549,2020-11-09_8QR,42
400087,2020-11-10_8QR,32
440603,2020-11-11_8QR,15
481068,2020-11-12_8QR,47
521549,2020-11-13_8QR,39
562047,2020-11-14_8QR,15
602527,2020-11-15_8QR,15
643007,2020-11-16_8QR,41
683401,2020-11-17_8QR,38
723716,2020-11-18_8QR,30
764083,2020-11-19_8QR,34
804529,2020-11-20_8QR,38
844850,2020-11-21_8QR,20
885101,2020-11-22_8QR,15
925371,2020-11-23_8QR,39
965695,2020-11-24_8QR,40
1006047,2020-11-25_8QR,50
1046393,2020-11-26_8QR,48
1086770,2020-11-27_8QR,33
1127065,2020-11-28_8QR,16
1164759,2020-11-29_8QR,15
1201642,2020-11-30_8QR,40
39027,2020-12-01_8QR,47
79614,2020-12-02_8QR,46
120105,2020-12-03_8QR,36
160621,2020-12-04_8QR,43
201108,2020-12-05_8QR,20
241670,2020-12-06_8QR,16
282086,2020-12-07_8QR,49
322419,2020-12-08_8QR,36
362861,2020-12-09_8QR,45
403437,2020-12-10_8QR,49
443940,2020-12-11_8QR,44
484415,2020-12-12_8QR,11
524892,2020-12-13_8QR,17
565363,2020-12-14_8QR,46
605808,2020-12-15_8QR,48
646338,2020-12-16_8QR,45
686709,2020-12-17_8QR,39
727070,2020-12-18_8QR,36
767453,2020-12-19_8QR,16
807891,2020-12-20_8QR,21
848188,2020-12-21_8QR,29
888411,2020-12-22_8QR,32
928735,2020-12-23_8QR,22
969050,2020-12-24_8QR,18
1009359,2020-12-25_8QR,15
1049731,2020-12-26_8QR,20
1090089,2020-12-27_8QR,15
1130373,2020-12-28_8QR,27
1168053,2020-12-29_8QR,22
1205005,2020-12-30_8QR,29
1228595,2020-12-31_8QR,15
2485,2021-01-01_8QR,15
42834,2021-01-02_8QR,24
83422,2021-01-03_8QR,15
123906,2021-01-04_8QR,44
164423,2021-01-05_8QR,46
204926,2021-01-06_8QR,43
245485,2021-01-07_8QR,57
285918,2021-01-08_8QR,30
326247,2021-01-09_8QR,23
366690,2021-01-10_8QR,20
407210,2021-01-11_8QR,50
447727,2021-01-12_8QR,55
488243,2021-01-13_8QR,43
528719,2021-01-14_8QR,41
569198,2021-01-15_8QR,42
609645,2021-01-16_8QR,15
650173,2021-01-17_8QR,20
690539,2021-01-18_8QR,45
730893,2021-01-19_8QR,33
771286,2021-01-20_8QR,46
811724,2021-01-21_8QR,37
852025,2021-01-22_8QR,31
892249,2021-01-23_8QR,21
932561,2021-01-24_8QR,25
972878,2021-01-25_8QR,45
1013187,2021-01-26_8QR,42
1053568,2021-01-27_8QR,49
1093920,2021-01-28_8QR,46
1134206,2021-01-29_8QR,27
1171886,2021-01-30_8QR,15
1208839,2021-01-31_8QR,23
5874,2021-02-01_8QR,33
46231,2021-02-02_8QR,37
86816,2021-02-03_8QR,36
127301,2021-02-04_8QR,41
167826,2021-02-05_8QR,40
208327,2021-02-06_8QR,16
248877,2021-02-07_8QR,10
289304,2021-02-08_8QR,45
329644,2021-02-09_8QR,41
370086,2021-02-10_8QR,28
410605,2021-02-11_8QR,22
451133,2021-02-12_8QR,37
491644,2021-02-13_8QR,19
532120,2021-02-14_8QR,15
572589,2021-02-15_8QR,27
613034,2021-02-16_8QR,45
653560,2021-02-17_8QR,50
693931,2021-02-18_8QR,37
734294,2021-02-19_8QR,32
774687,2021-02-20_8QR,10
815118,2021-02-21_8QR,56
855417,2021-02-22_8QR,31
895639,2021-02-23_8QR,33
935944,2021-02-24_8QR,34
976266,2021-02-25_8QR,42
1016590,2021-02-26_8QR,28
1056967,2021-02-27_8QR,16
1097321,2021-02-28_8QR,21
9281,2021-03-01_8QR,48
49637,2021-03-02_8QR,46
90216,2021-03-03_8QR,49
130697,2021-03-04_8QR,39
171215,2021-03-05_8QR,38
211707,2021-03-06_8QR,15
252270,2021-03-07_8QR,21
292696,2021-03-08_8QR,5
373471,2021-03-10_8QR,5
414000,2021-03-11_8QR,5
656952,2021-03-17_8QR,5
697281,2021-03-18_8QR,5
737647,2021-03-19_8QR,5
778037,2021-03-20_8QR,5
858620,2021-03-22_8QR,40
898980,2021-03-23_8QR,48
939301,2021-03-24_8QR,40
979623,2021-03-25_8QR,44
1019940,2021-03-26_8QR,42
1060320,2021-03-27_8QR,15
1100651,2021-03-28_8QR,17
1138361,2021-03-29_8QR,13
1175223,2021-03-30_8QR,10
1212160,2021-03-31_8QR,20
12616,2021-04-01_8QR,15
52979,2021-04-02_8QR,10
93509,2021-04-03_8QR,10
133973,2021-04-04_8QR,15
174536,2021-04-05_8QR,16
215049,2021-04-06_8QR,15
255606,2021-04-07_8QR,10
295990,2021-04-08_8QR,5
336334,2021-04-09_8QR,15
376826,2021-04-10_8QR,15
417323,2021-04-11_8QR,15
457816,2021-04-12_8QR,10
498293,2021-04-13_8QR,20
538777,2021-04-14_8QR,15
579311,2021-04-15_8QR,10
619785,2021-04-16_8QR,20
660299,2021-04-17_8QR,15
700596,2021-04-18_8QR,20
740933,2021-04-19_8QR,10
781376,2021-04-20_8QR,10
821691,2021-04-21_8QR,15
861933,2021-04-22_8QR,5
902316,2021-04-23_8QR,10
942630,2021-04-24_8QR,16
982958,2021-04-25_8QR,15
1023250,2021-04-26_8QR,10
1063671,2021-04-27_8QR,15
1103969,2021-04-28_8QR,5
1141690,2021-04-29_8QR,10
1178584,2021-04-30_8QR,10
15930,2021-05-01_8QR,10
56317,2021-05-02_8QR,15
96806,2021-05-03_8QR,15
137325,2021-05-04_8QR,10
177887,2021-05-05_8QR,10
218425,2021-05-06_8QR,10
258975,2021-05-07_8QR,10
299318,2021-05-08_8QR,23
339669,2021-05-09_8QR,15
380181,2021-05-10_8QR,15
420720,2021-05-11_8QR,20
461220,2021-05-12_8QR,15
501670,2021-05-13_8QR,20
542148,2021-05-14_8QR,10
582714,2021-05-15_8QR,18
623179,2021-05-16_8QR,32
663691,2021-05-17_8QR,15
703983,2021-05-18_8QR,20
744320,2021-05-19_8QR,15
784771,2021-05-20_8QR,10
825080,2021-05-21_8QR,5
865335,2021-05-22_8QR,25
905696,2021-05-23_8QR,20
946018,2021-05-24_8QR,17
986368,2021-05-25_8QR,21
1026662,2021-05-26_8QR,10
1067070,2021-05-27_8QR,15
1107361,2021-05-28_8QR,15
1145089,2021-05-29_8QR,19
1181985,2021-05-30_8QR,23
1215558,2021-05-31_8QR,10
19310,2021-06-01_8QR,10
59672,2021-06-02_8QR,10
100171,2021-06-03_8QR,20
140682,2021-06-04_8QR,20
181257,2021-06-05_8QR,33
221828,2021-06-06_8QR,29
262352,2021-06-07_8QR,15
302686,2021-06-08_8QR,21
343041,2021-06-09_8QR,20
383576,2021-06-10_8QR,15
424108,2021-06-11_8QR,17
464604,2021-06-12_8QR,16
505054,2021-06-13_8QR,29
545536,2021-06-14_8QR,11
586098,2021-06-15_8QR,10
626565,2021-06-16_8QR,15
666995,2021-06-17_8QR,10
707285,2021-06-18_8QR,10
747627,2021-06-19_8QR,27
788075,2021-06-20_8QR,27
828371,2021-06-21_8QR,5
868616,2021-06-22_8QR,10
908889,2021-06-23_8QR,18
949218,2021-06-24_8QR,15
989581,2021-06-25_8QR,6
1029881,2021-06-26_8QR,25
1070264,2021-06-27_8QR,20
1110550,2021-06-28_8QR,20
1148291,2021-06-29_8QR,15
1185170,2021-06-30_8QR,15
22529,2021-07-01_8QR,12
63080,2021-07-02_8QR,12
103584,2021-07-03_8QR,20
144091,2021-07-04_8QR,18
184646,2021-07-05_8QR,15
225222,2021-07-06_8QR,15
265738,2021-07-07_8QR,17
306075,2021-07-08_8QR,10
346442,2021-07-09_8QR,10
386982,2021-07-10_8QR,24
427506,2021-07-11_8QR,88
467976,2021-07-12_8QR,15
508439,2021-07-13_8QR,15
548919,2021-07-14_8QR,20
589454,2021-07-15_8QR,5
629901,2021-07-16_8QR,10
670330,2021-07-17_8QR,12
710639,2021-07-18_8QR,11
750971,2021-07-19_8QR,5
791418,2021-07-20_8QR,15
831711,2021-07-21_8QR,10
871956,2021-07-22_8QR,20
912220,2021-07-23_8QR,5
952556,2021-07-24_8QR,10
992910,2021-07-25_8QR,15
1033211,2021-07-26_8QR,20
1073594,2021-07-27_8QR,10
1113886,2021-07-28_8QR,10
1151625,2021-07-29_8QR,5
1218899,2021-07-31_8QR,20
25873,2021-08-01_8QR,26
66411,2021-08-02_8QR,10
106910,2021-08-03_8QR,10
147423,2021-08-04_8QR,15
187989,2021-08-05_8QR,5
228567,2021-08-06_8QR,15
269080,2021-08-07_8QR,25
309425,2021-08-08_8QR,26
349780,2021-08-09_8QR,31
390320,2021-08-10_8QR,25
430834,2021-08-11_8QR,22
471308,2021-08-12_8QR,23
511777,2021-08-13_8QR,20
552265,2021-08-14_8QR,20
592762,2021-08-15_8QR,25
633205,2021-08-16_8QR,26
673633,2021-08-17_8QR,21
713947,2021-08-18_8QR,15
754308,2021-08-19_8QR,24
794743,2021-08-20_8QR,23
835051,2021-08-21_8QR,10
875289,2021-08-22_8QR,21
915563,2021-08-23_8QR,36
955893,2021-08-24_8QR,25
996247,2021-08-25_8QR,26
1036567,2021-08-26_8QR,34
1076955,2021-08-27_8QR,27
1117264,2021-08-28_8QR,15
1154993,2021-08-29_8QR,25
1191871,2021-08-30_8QR,38
1222268,2021-08-31_8QR,34
29246,2021-09-01_8QR,28
69789,2021-09-02_8QR,29
110299,2021-09-03_8QR,34
150803,2021-09-04_8QR,21
191367,2021-09-05_8QR,22
231937,2021-09-06_8QR,35
272444,2021-09-07_8QR,41
312795,2021-09-08_8QR,45
353145,2021-09-09_8QR,37
393693,2021-09-10_8QR,36
434216,2021-09-11_8QR,21
474669,2021-09-12_8QR,16
515138,2021-09-13_8QR,40
555624,2021-09-14_8QR,30
596123,2021-09-15_8QR,41
636591,2021-09-16_8QR,38
677017,2021-09-17_8QR,29
717348,2021-09-18_8QR,30
757700,2021-09-19_8QR,23
798131,2021-09-20_8QR,57
838452,2021-09-21_8QR,40
878692,2021-09-22_8QR,49
918974,2021-09-23_8QR,38
959317,2021-09-24_8QR,43
999671,2021-09-25_8QR,25
1039992,2021-09-26_8QR,31
1080372,2021-09-27_8QR,45
1120685,2021-09-28_8QR,42
1158407,2021-09-29_8QR,39
1195285,2021-09-30_8QR,47
32667,2021-10-01_8QR,37
73215,2021-10-02_8QR,20
113716,2021-10-03_8QR,18
154211,2021-10-04_8QR,47
194786,2021-10-05_8QR,35
235356,2021-10-06_8QR,52
275857,2021-10-07_8QR,52
316221,2021-10-08_8QR,49
356564,2021-10-09_8QR,20
397107,2021-10-10_8QR,20
437613,2021-10-11_8QR,55
478085,2021-10-12_8QR,51
518556,2021-10-13_8QR,44
559050,2021-10-14_8QR,51
599532,2021-10-15_8QR,47
640012,2021-10-16_8QR,20
680426,2021-10-17_8QR,25
720737,2021-10-18_8QR,57
761096,2021-10-19_8QR,50
801534,2021-10-20_8QR,41
841856,2021-10-21_8QR,34
882107,2021-10-22_8QR,43
922382,2021-10-23_8QR,18
962714,2021-10-24_8QR,24
1003062,2021-10-25_8QR,34
1043401,2021-10-26_8QR,43
1083775,2021-10-27_8QR,48
1124066,2021-10-28_8QR,52
1161819,2021-10-29_8QR,38
1198698,2021-10-30_8QR,20
1225667,2021-10-31_8QR,33
36040,2021-11-01_8QR,19
76625,2021-11-02_8QR,49
117112,2021-11-03_8QR,34
157627,2021-11-04_8QR,36
198203,2021-11-05_8QR,30
238773,2021-11-06_8QR,28
279256,2021-11-07_8QR,26
319610,2021-11-08_8QR,50
359966,2021-11-09_8QR,56
400504,2021-11-10_8QR,39
441015,2021-11-11_8QR,23
481483,2021-11-12_8QR,41
521964,2021-11-13_8QR,23
562452,2021-11-14_8QR,31
602921,2021-11-15_8QR,47
643423,2021-11-16_8QR,48
683817,2021-11-17_8QR,50
724132,2021-11-18_8QR,49
764499,2021-11-19_8QR,38
804945,2021-11-20_8QR,20
845258,2021-11-21_8QR,17
885500,2021-11-22_8QR,51
925788,2021-11-23_8QR,43
966112,2021-11-24_8QR,44
1006463,2021-11-25_8QR,47
1046808,2021-11-26_8QR,42
1087184,2021-11-27_8QR,5
1127466,2021-11-28_8QR,5
1165146,2021-11-29_8QR,39
1202058,2021-11-30_8QR,45
39443,2021-12-01_8QR,50
80031,2021-12-02_8QR,47
120521,2021-12-03_8QR,47
161034,2021-12-04_8QR,15
201507,2021-12-05_8QR,22
242066,2021-12-06_8QR,33
282500,2021-12-07_8QR,60
322833,2021-12-08_8QR,43
363274,2021-12-09_8QR,51
403849,2021-12-10_8QR,41
444353,2021-12-11_8QR,22
484826,2021-12-12_8QR,17
525300,2021-12-13_8QR,55
565776,2021-12-14_8QR,48
606221,2021-12-15_8QR,44
646751,2021-12-16_8QR,10
687121,2021-12-17_8QR,5
727482,2021-12-18_8QR,15
767863,2021-12-19_8QR,25
808300,2021-12-20_8QR,43
848597,2021-12-21_8QR,41
888824,2021-12-22_8QR,36
929149,2021-12-23_8QR,34
969466,2021-12-24_8QR,24
1009772,2021-12-25_8QR,15
1050144,2021-12-26_8QR,16
1090500,2021-12-27_8QR,32
1130786,2021-12-28_8QR,40
1168467,2021-12-29_8QR,32
1205420,2021-12-30_8QR,26
1229009,2021-12-31_8QR,21
2897,2022-01-01_8QR,23
43248,2022-01-02_8QR,27
83835,2022-01-03_8QR,42
124322,2022-01-04_8QR,42
164839,2022-01-05_8QR,30
205342,2022-01-06_8QR,35
245901,2022-01-07_8QR,36
286334,2022-01-08_8QR,21
326663,2022-01-09_8QR,20
367106,2022-01-10_8QR,35
407628,2022-01-11_8QR,53
448147,2022-01-12_8QR,28
488662,2022-01-13_8QR,36
529138,2022-01-14_8QR,37
569617,2022-01-15_8QR,16
610062,2022-01-16_8QR,15
650589,2022-01-17_8QR,44
690957,2022-01-18_8QR,40
731311,2022-01-19_8QR,38
771705,2022-01-20_8QR,52
812144,2022-01-21_8QR,32
852445,2022-01-22_8QR,16
892664,2022-01-23_8QR,25
932972,2022-01-24_8QR,47
973298,2022-01-25_8QR,51
1013607,2022-01-26_8QR,28
1053987,2022-01-27_8QR,35
1094340,2022-01-28_8QR,35
1134626,2022-01-29_8QR,24
1172295,2022-01-30_8QR,15
1209247,2022-01-31_8QR,46
6294,2022-02-01_8QR,51
46651,2022-02-02_8QR,34
87236,2022-02-03_8QR,54
127721,2022-02-04_8QR,39
168245,2022-02-05_8QR,28
208738,2022-02-06_8QR,21
249292,2022-02-07_8QR,42
289723,2022-02-08_8QR,50
330063,2022-02-09_8QR,60
370504,2022-02-10_8QR,54
411025,2022-02-11_8QR,34
451553,2022-02-12_8QR,26
492063,2022-02-13_8QR,20
532536,2022-02-14_8QR,38
573010,2022-02-15_8QR,48
613455,2022-02-16_8QR,38
653981,2022-02-17_8QR,49
694353,2022-02-18_8QR,28
734716,2022-02-19_8QR,17
775105,2022-02-20_8QR,20
815532,2022-02-21_8QR,40
855840,2022-02-22_8QR,47
896062,2022-02-23_8QR,35
936368,2022-02-24_8QR,45
976690,2022-02-25_8QR,53
1017012,2022-02-26_8QR,21
1057388,2022-02-27_8QR,10
1097741,2022-02-28_8QR,50
9704,2022-03-01_8QR,41
50060,2022-03-02_8QR,46
90639,2022-03-03_8QR,41
131120,2022-03-04_8QR,42
171638,2022-03-05_8QR,18
212123,2022-03-06_8QR,16
252685,2022-03-07_8QR,53
293119,2022-03-08_8QR,43
333454,2022-03-09_8QR,42
373894,2022-03-10_8QR,44
414423,2022-03-11_8QR,42
454938,2022-03-12_8QR,25
495438,2022-03-13_8QR,20
535911,2022-03-14_8QR,56
576399,2022-03-15_8QR,54
616862,2022-03-16_8QR,57
657371,2022-03-17_8QR,52
697704,2022-03-18_8QR,39
738070,2022-03-19_8QR,20
778452,2022-03-20_8QR,31
818806,2022-03-21_8QR,56
859044,2022-03-22_8QR,57
899404,2022-03-23_8QR,57
939725,2022-03-24_8QR,51
980047,2022-03-25_8QR,51
1020363,2022-03-26_8QR,30
1060743,2022-03-27_8QR,132
1101069,2022-03-28_8QR,53
1138785,2022-03-29_8QR,41
1175647,2022-03-30_8QR,44
1212582,2022-03-31_8QR,53
13039,2022-04-01_8QR,50
53402,2022-04-02_8QR,17
93929,2022-04-03_8QR,22
134391,2022-04-04_8QR,61
174958,2022-04-05_8QR,57
215474,2022-04-06_8QR,49
256029,2022-04-07_8QR,62
296414,2022-04-08_8QR,54
336759,2022-04-09_8QR,32
377248,2022-04-10_8QR,21
417741,2022-04-11_8QR,62
458241,2022-04-12_8QR,56
498717,2022-04-13_8QR,51
