,index,y
362505,2019-12-09_1J7,5
403083,2019-12-10_1J7,10
565031,2019-12-14_1J7,10
767070,2019-12-19_1J7,5
83033,2020-01-03_1J7,5
123523,2020-01-04_1J7,10
285502,2020-01-08_1J7,5
528302,2020-01-14_1J7,127
568778,2020-01-15_1J7,142
609226,2020-01-16_1J7,39
649756,2020-01-17_1J7,118
690121,2020-01-18_1J7,15
730479,2020-01-19_1J7,28
770862,2020-01-20_1J7,162
811300,2020-01-21_1J7,207
851601,2020-01-22_1J7,171
891826,2020-01-23_1J7,186
932145,2020-01-24_1J7,90
972460,2020-01-25_1J7,20
1012767,2020-01-26_1J7,17
1053143,2020-01-27_1J7,194
1093497,2020-01-28_1J7,197
1133785,2020-01-29_1J7,171
1171462,2020-01-30_1J7,187
1208415,2020-01-31_1J7,186
5455,2020-02-01_1J7,48
45812,2020-02-02_1J7,11
86393,2020-02-03_1J7,202
126877,2020-02-04_1J7,221
167402,2020-02-05_1J7,196
207906,2020-02-06_1J7,218
248456,2020-02-07_1J7,201
288886,2020-02-08_1J7,42
329227,2020-02-09_1J7,37
369667,2020-02-10_1J7,208
410185,2020-02-11_1J7,231
450713,2020-02-12_1J7,216
491226,2020-02-13_1J7,218
531701,2020-02-14_1J7,180
572173,2020-02-15_1J7,52
612619,2020-02-16_1J7,30
653142,2020-02-17_1J7,148
693513,2020-02-18_1J7,167
733878,2020-02-19_1J7,193
774272,2020-02-20_1J7,195
814703,2020-02-21_1J7,153
855004,2020-02-22_1J7,38
895229,2020-02-23_1J7,43
935528,2020-02-24_1J7,213
975850,2020-02-25_1J7,220
1016175,2020-02-26_1J7,197
1056551,2020-02-27_1J7,182
1096903,2020-02-28_1J7,181
1135471,2020-02-29_1J7,43
8862,2020-03-01_1J7,34
49218,2020-03-02_1J7,218
89798,2020-03-03_1J7,216
130278,2020-03-04_1J7,211
170799,2020-03-05_1J7,204
211291,2020-03-06_1J7,180
251859,2020-03-07_1J7,42
292290,2020-03-08_1J7,37
332619,2020-03-09_1J7,232
373059,2020-03-10_1J7,205
413588,2020-03-11_1J7,190
454105,2020-03-12_1J7,222
494617,2020-03-13_1J7,173
535107,2020-03-14_1J7,10
575578,2020-03-15_1J7,21
616029,2020-03-16_1J7,79
656542,2020-03-17_1J7,22
818047,2020-03-21_1J7,5
898608,2020-03-23_1J7,5
1174856,2020-03-30_1J7,10
578950,2020-04-15_1J7,5
420304,2020-05-11_1J7,18
460801,2020-05-12_1J7,29
501251,2020-05-13_1J7,26
541731,2020-05-14_1J7,31
582297,2020-05-15_1J7,22
622770,2020-05-16_1J7,10
703563,2020-05-18_1J7,41
743899,2020-05-19_1J7,44
784352,2020-05-20_1J7,45
985948,2020-05-25_1J7,62
1026241,2020-05-26_1J7,49
1066649,2020-05-27_1J7,48
1106941,2020-05-28_1J7,39
1144669,2020-05-29_1J7,36
59251,2020-06-02_1J7,81
99749,2020-06-03_1J7,85
140260,2020-06-04_1J7,44
180834,2020-06-05_1J7,64
221411,2020-06-06_1J7,15
302266,2020-06-08_1J7,104
342618,2020-06-09_1J7,90
383156,2020-06-10_1J7,90
423689,2020-06-11_1J7,87
464184,2020-06-12_1J7,64
504645,2020-06-13_1J7,10
585680,2020-06-15_1J7,112
626146,2020-06-16_1J7,99
666577,2020-06-17_1J7,78
706866,2020-06-18_1J7,113
747208,2020-06-19_1J7,81
787657,2020-06-20_1J7,18
868196,2020-06-22_1J7,117
908469,2020-06-23_1J7,106
948796,2020-06-24_1J7,87
989161,2020-06-25_1J7,94
1029462,2020-06-26_1J7,92
1069856,2020-06-27_1J7,15
1147868,2020-06-29_1J7,108
1184747,2020-06-30_1J7,116
22106,2020-07-01_1J7,130
62658,2020-07-02_1J7,118
103162,2020-07-03_1J7,109
143672,2020-07-04_1J7,17
184227,2020-07-05_1J7,22
224799,2020-07-06_1J7,133
265315,2020-07-07_1J7,145
305652,2020-07-08_1J7,135
346019,2020-07-09_1J7,126
386559,2020-07-10_1J7,117
427087,2020-07-11_1J7,23
467566,2020-07-12_1J7,17
508017,2020-07-13_1J7,80
548498,2020-07-14_1J7,24
589041,2020-07-15_1J7,118
629491,2020-07-16_1J7,5
669919,2020-07-17_1J7,109
710227,2020-07-18_1J7,33
750561,2020-07-19_1J7,34
791005,2020-07-20_1J7,123
831300,2020-07-21_1J7,139
871544,2020-07-22_1J7,120
911810,2020-07-23_1J7,117
952145,2020-07-24_1J7,116
992501,2020-07-25_1J7,28
1032802,2020-07-26_1J7,41
1073182,2020-07-27_1J7,128
1113474,2020-07-28_1J7,137
1151214,2020-07-29_1J7,119
1188096,2020-07-30_1J7,113
1218487,2020-07-31_1J7,110
25465,2020-08-01_1J7,36
66005,2020-08-02_1J7,29
106500,2020-08-03_1J7,117
147013,2020-08-04_1J7,125
187579,2020-08-05_1J7,107
228151,2020-08-06_1J7,111
268667,2020-08-07_1J7,92
309014,2020-08-08_1J7,25
349373,2020-08-09_1J7,21
389906,2020-08-10_1J7,76
430421,2020-08-11_1J7,98
470895,2020-08-12_1J7,97
511362,2020-08-13_1J7,93
551852,2020-08-14_1J7,89
592350,2020-08-15_1J7,25
632800,2020-08-16_1J7,25
673221,2020-08-17_1J7,10
713526,2020-08-18_1J7,108
753886,2020-08-19_1J7,90
794323,2020-08-20_1J7,109
834628,2020-08-21_1J7,76
874870,2020-08-22_1J7,32
915138,2020-08-23_1J7,44
955467,2020-08-24_1J7,142
995822,2020-08-25_1J7,108
1036141,2020-08-26_1J7,110
1076531,2020-08-27_1J7,94
1116839,2020-08-28_1J7,100
1154575,2020-08-29_1J7,23
1191455,2020-08-30_1J7,35
1221843,2020-08-31_1J7,129
28820,2020-09-01_1J7,134
69361,2020-09-02_1J7,138
109870,2020-09-03_1J7,150
150373,2020-09-04_1J7,140
190941,2020-09-05_1J7,53
231514,2020-09-06_1J7,30
272016,2020-09-07_1J7,152
312367,2020-09-08_1J7,187
352717,2020-09-09_1J7,91
393265,2020-09-10_1J7,172
433789,2020-09-11_1J7,140
474249,2020-09-12_1J7,38
514717,2020-09-13_1J7,30
555196,2020-09-14_1J7,179
595695,2020-09-15_1J7,198
636163,2020-09-16_1J7,154
676589,2020-09-17_1J7,100
716920,2020-09-18_1J7,81
757280,2020-09-19_1J7,41
797711,2020-09-20_1J7,37
838024,2020-09-21_1J7,173
878264,2020-09-22_1J7,190
918546,2020-09-23_1J7,180
958889,2020-09-24_1J7,173
999242,2020-09-25_1J7,145
1039567,2020-09-26_1J7,50
1079949,2020-09-27_1J7,38
1120259,2020-09-28_1J7,179
1157981,2020-09-29_1J7,182
1194869,2020-09-30_1J7,152
32244,2020-10-01_1J7,10
72791,2020-10-02_1J7,143
113299,2020-10-03_1J7,28
153794,2020-10-04_1J7,30
194361,2020-10-05_1J7,161
234932,2020-10-06_1J7,186
275433,2020-10-07_1J7,169
315796,2020-10-08_1J7,171
356139,2020-10-09_1J7,169
396686,2020-10-10_1J7,13
437192,2020-10-11_1J7,27
477659,2020-10-12_1J7,163
518129,2020-10-13_1J7,157
558624,2020-10-14_1J7,154
599106,2020-10-15_1J7,168
639586,2020-10-16_1J7,121
680010,2020-10-17_1J7,33
720322,2020-10-18_1J7,34
760671,2020-10-19_1J7,152
801109,2020-10-20_1J7,146
841431,2020-10-21_1J7,142
881682,2020-10-22_1J7,145
921959,2020-10-23_1J7,129
962302,2020-10-24_1J7,31
1002651,2020-10-25_1J7,10
1042977,2020-10-26_1J7,158
1083352,2020-10-27_1J7,154
1123642,2020-10-28_1J7,142
1161395,2020-10-29_1J7,149
1198274,2020-10-30_1J7,66
1225258,2020-10-31_1J7,15
35644,2020-11-01_1J7,25
76201,2020-11-02_1J7,99
116691,2020-11-03_1J7,99
157206,2020-11-04_1J7,79
197782,2020-11-05_1J7,76
238352,2020-11-06_1J7,63
278849,2020-11-07_1J7,10
359546,2020-11-09_1J7,88
400084,2020-11-10_1J7,84
440600,2020-11-11_1J7,10
481065,2020-11-12_1J7,73
521546,2020-11-13_1J7,62
562044,2020-11-14_1J7,15
602525,2020-11-15_1J7,10
643004,2020-11-16_1J7,93
683398,2020-11-17_1J7,98
723713,2020-11-18_1J7,77
764080,2020-11-19_1J7,94
804526,2020-11-20_1J7,72
844848,2020-11-21_1J7,15
885098,2020-11-22_1J7,20
925368,2020-11-23_1J7,86
965692,2020-11-24_1J7,94
1006044,2020-11-25_1J7,82
1046390,2020-11-26_1J7,85
1086767,2020-11-27_1J7,74
1127063,2020-11-28_1J7,29
1164756,2020-11-29_1J7,12
1201639,2020-11-30_1J7,92
39024,2020-12-01_1J7,67
79611,2020-12-02_1J7,48
120102,2020-12-03_1J7,47
160618,2020-12-04_1J7,49
201106,2020-12-05_1J7,10
241668,2020-12-06_1J7,15
282083,2020-12-07_1J7,69
322416,2020-12-08_1J7,79
362858,2020-12-09_1J7,62
403434,2020-12-10_1J7,67
443937,2020-12-11_1J7,65
484412,2020-12-12_1J7,15
524889,2020-12-13_1J7,12
565360,2020-12-14_1J7,65
605805,2020-12-15_1J7,102
646335,2020-12-16_1J7,96
686706,2020-12-17_1J7,105
727067,2020-12-18_1J7,76
767451,2020-12-19_1J7,20
807888,2020-12-20_1J7,18
848185,2020-12-21_1J7,102
888408,2020-12-22_1J7,84
928732,2020-12-23_1J7,78
969047,2020-12-24_1J7,45
1009357,2020-12-25_1J7,16
1049728,2020-12-26_1J7,35
1090086,2020-12-27_1J7,21
1130370,2020-12-28_1J7,77
1168050,2020-12-29_1J7,80
1205002,2020-12-30_1J7,60
1228592,2020-12-31_1J7,48
2482,2021-01-01_1J7,24
42831,2021-01-02_1J7,31
83420,2021-01-03_1J7,18
123903,2021-01-04_1J7,123
164420,2021-01-05_1J7,115
204923,2021-01-06_1J7,114
245482,2021-01-07_1J7,129
285915,2021-01-08_1J7,97
326245,2021-01-09_1J7,28
366688,2021-01-10_1J7,16
407207,2021-01-11_1J7,135
447724,2021-01-12_1J7,141
488240,2021-01-13_1J7,131
528716,2021-01-14_1J7,134
569195,2021-01-15_1J7,104
609643,2021-01-16_1J7,27
650170,2021-01-17_1J7,27
690536,2021-01-18_1J7,146
730890,2021-01-19_1J7,139
771283,2021-01-20_1J7,131
811721,2021-01-21_1J7,116
852022,2021-01-22_1J7,103
892247,2021-01-23_1J7,34
932558,2021-01-24_1J7,37
972875,2021-01-25_1J7,130
1013184,2021-01-26_1J7,124
1053565,2021-01-27_1J7,114
1093917,2021-01-28_1J7,133
1134203,2021-01-29_1J7,103
1171883,2021-01-30_1J7,22
1208836,2021-01-31_1J7,15
5871,2021-02-01_1J7,136
46228,2021-02-02_1J7,150
86813,2021-02-03_1J7,112
127298,2021-02-04_1J7,125
167823,2021-02-05_1J7,99
208325,2021-02-06_1J7,32
248875,2021-02-07_1J7,18
289301,2021-02-08_1J7,128
329641,2021-02-09_1J7,131
370083,2021-02-10_1J7,77
410602,2021-02-11_1J7,117
451130,2021-02-12_1J7,93
491641,2021-02-13_1J7,18
532118,2021-02-14_1J7,18
572586,2021-02-15_1J7,116
613031,2021-02-16_1J7,125
653557,2021-02-17_1J7,93
693928,2021-02-18_1J7,114
734291,2021-02-19_1J7,90
774684,2021-02-20_1J7,24
815116,2021-02-21_1J7,28
855414,2021-02-22_1J7,127
895636,2021-02-23_1J7,115
935941,2021-02-24_1J7,112
976263,2021-02-25_1J7,113
1016587,2021-02-26_1J7,98
1056964,2021-02-27_1J7,28
1097318,2021-02-28_1J7,25
9278,2021-03-01_1J7,126
49634,2021-03-02_1J7,127
90213,2021-03-03_1J7,101
130694,2021-03-04_1J7,120
171212,2021-03-05_1J7,96
211704,2021-03-06_1J7,37
252267,2021-03-07_1J7,25
292693,2021-03-08_1J7,130
333028,2021-03-09_1J7,145
373468,2021-03-10_1J7,153
413997,2021-03-11_1J7,134
454514,2021-03-12_1J7,92
495026,2021-03-13_1J7,26
535510,2021-03-14_1J7,10
575975,2021-03-15_1J7,134
616439,2021-03-16_1J7,143
656949,2021-03-17_1J7,130
697278,2021-03-18_1J7,120
737644,2021-03-19_1J7,102
778035,2021-03-20_1J7,15
818391,2021-03-21_1J7,27
858617,2021-03-22_1J7,118
898977,2021-03-23_1J7,121
939298,2021-03-24_1J7,96
979620,2021-03-25_1J7,114
1019937,2021-03-26_1J7,81
1060317,2021-03-27_1J7,24
1100649,2021-03-28_1J7,17
1138358,2021-03-29_1J7,118
1175220,2021-03-30_1J7,91
1212157,2021-03-31_1J7,104
12613,2021-04-01_1J7,109
52976,2021-04-02_1J7,112
93506,2021-04-03_1J7,10
174534,2021-04-05_1J7,23
215046,2021-04-06_1J7,96
255603,2021-04-07_1J7,91
295987,2021-04-08_1J7,97
336331,2021-04-09_1J7,87
376823,2021-04-10_1J7,18
417321,2021-04-11_1J7,20
457813,2021-04-12_1J7,111
498290,2021-04-13_1J7,103
538774,2021-04-14_1J7,98
579308,2021-04-15_1J7,112
619782,2021-04-16_1J7,75
660297,2021-04-17_1J7,15
700594,2021-04-18_1J7,25
740930,2021-04-19_1J7,96
781373,2021-04-20_1J7,105
821688,2021-04-21_1J7,98
861930,2021-04-22_1J7,41
902313,2021-04-23_1J7,59
942628,2021-04-24_1J7,20
982956,2021-04-25_1J7,15
1023247,2021-04-26_1J7,111
1063668,2021-04-27_1J7,108
1103966,2021-04-28_1J7,114
1141687,2021-04-29_1J7,105
1178581,2021-04-30_1J7,93
15928,2021-05-01_1J7,22
56315,2021-05-02_1J7,15
96803,2021-05-03_1J7,137
137322,2021-05-04_1J7,142
177884,2021-05-05_1J7,117
218422,2021-05-06_1J7,113
258972,2021-05-07_1J7,100
299315,2021-05-08_1J7,23
339666,2021-05-09_1J7,23
380178,2021-05-10_1J7,129
420717,2021-05-11_1J7,125
461217,2021-05-12_1J7,101
501667,2021-05-13_1J7,10
623177,2021-05-16_1J7,18
663688,2021-05-17_1J7,123
703980,2021-05-18_1J7,131
744317,2021-05-19_1J7,137
784768,2021-05-20_1J7,130
825077,2021-05-21_1J7,112
865332,2021-05-22_1J7,25
946015,2021-05-24_1J7,13
986365,2021-05-25_1J7,169
1026659,2021-05-26_1J7,131
1067067,2021-05-27_1J7,138
1107358,2021-05-28_1J7,122
1145086,2021-05-29_1J7,30
1181982,2021-05-30_1J7,38
1215555,2021-05-31_1J7,149
19307,2021-06-01_1J7,138
59669,2021-06-02_1J7,146
100168,2021-06-03_1J7,151
140679,2021-06-04_1J7,114
181254,2021-06-05_1J7,37
221825,2021-06-06_1J7,38
262349,2021-06-07_1J7,157
302683,2021-06-08_1J7,144
343038,2021-06-09_1J7,139
383573,2021-06-10_1J7,148
424105,2021-06-11_1J7,114
464601,2021-06-12_1J7,40
505051,2021-06-13_1J7,49
545533,2021-06-14_1J7,150
586095,2021-06-15_1J7,158
626562,2021-06-16_1J7,137
666992,2021-06-17_1J7,170
707282,2021-06-18_1J7,118
747625,2021-06-19_1J7,45
788072,2021-06-20_1J7,27
828369,2021-06-21_1J7,161
868613,2021-06-22_1J7,167
908886,2021-06-23_1J7,129
949215,2021-06-24_1J7,168
989578,2021-06-25_1J7,105
1029878,2021-06-26_1J7,45
1070262,2021-06-27_1J7,45
1110547,2021-06-28_1J7,160
1148288,2021-06-29_1J7,143
1185167,2021-06-30_1J7,144
22526,2021-07-01_1J7,146
63077,2021-07-02_1J7,110
103581,2021-07-03_1J7,28
144088,2021-07-04_1J7,46
184643,2021-07-05_1J7,134
225219,2021-07-06_1J7,154
265735,2021-07-07_1J7,144
306072,2021-07-08_1J7,170
346439,2021-07-09_1J7,113
386979,2021-07-10_1J7,45
427503,2021-07-11_1J7,35
467973,2021-07-12_1J7,133
508436,2021-07-13_1J7,145
548916,2021-07-14_1J7,39
589451,2021-07-15_1J7,124
629898,2021-07-16_1J7,99
670327,2021-07-17_1J7,54
710636,2021-07-18_1J7,29
750968,2021-07-19_1J7,151
791415,2021-07-20_1J7,179
831708,2021-07-21_1J7,143
871953,2021-07-22_1J7,153
912217,2021-07-23_1J7,90
952553,2021-07-24_1J7,38
992908,2021-07-25_1J7,40
1033208,2021-07-26_1J7,118
1073591,2021-07-27_1J7,129
1113883,2021-07-28_1J7,123
1151622,2021-07-29_1J7,134
1188503,2021-07-30_1J7,93
1218896,2021-07-31_1J7,34
25870,2021-08-01_1J7,31
66408,2021-08-02_1J7,109
106907,2021-08-03_1J7,130
147420,2021-08-04_1J7,114
187986,2021-08-05_1J7,113
228564,2021-08-06_1J7,103
269077,2021-08-07_1J7,37
309422,2021-08-08_1J7,29
349777,2021-08-09_1J7,110
390317,2021-08-10_1J7,118
430831,2021-08-11_1J7,99
471305,2021-08-12_1J7,118
511774,2021-08-13_1J7,84
552262,2021-08-14_1J7,41
592759,2021-08-15_1J7,36
633202,2021-08-16_1J7,121
673630,2021-08-17_1J7,132
713944,2021-08-18_1J7,100
754305,2021-08-19_1J7,160
794740,2021-08-20_1J7,101
835048,2021-08-21_1J7,35
875286,2021-08-22_1J7,33
915560,2021-08-23_1J7,122
955890,2021-08-24_1J7,129
996245,2021-08-25_1J7,106
1036565,2021-08-26_1J7,135
1076953,2021-08-27_1J7,87
1117262,2021-08-28_1J7,44
1154991,2021-08-29_1J7,38
1191869,2021-08-30_1J7,127
1222266,2021-08-31_1J7,151
29244,2021-09-01_1J7,163
69786,2021-09-02_1J7,149
110296,2021-09-03_1J7,135
150800,2021-09-04_1J7,52
191364,2021-09-05_1J7,34
231934,2021-09-06_1J7,178
272441,2021-09-07_1J7,224
312792,2021-09-08_1J7,181
353142,2021-09-09_1J7,209
393690,2021-09-10_1J7,168
434213,2021-09-11_1J7,56
474666,2021-09-12_1J7,40
515135,2021-09-13_1J7,214
555621,2021-09-14_1J7,240
596120,2021-09-15_1J7,193
636588,2021-09-16_1J7,198
677014,2021-09-17_1J7,165
717345,2021-09-18_1J7,51
757697,2021-09-19_1J7,55
798128,2021-09-20_1J7,212
838449,2021-09-21_1J7,236
878689,2021-09-22_1J7,195
918971,2021-09-23_1J7,226
959314,2021-09-24_1J7,195
999668,2021-09-25_1J7,66
1039989,2021-09-26_1J7,61
1080369,2021-09-27_1J7,215
1120683,2021-09-28_1J7,232
1158405,2021-09-29_1J7,221
1195283,2021-09-30_1J7,214
32664,2021-10-01_1J7,166
73213,2021-10-02_1J7,58
113713,2021-10-03_1J7,27
154208,2021-10-04_1J7,203
194783,2021-10-05_1J7,201
235353,2021-10-06_1J7,198
275854,2021-10-07_1J7,210
316218,2021-10-08_1J7,169
356561,2021-10-09_1J7,57
397104,2021-10-10_1J7,29
437610,2021-10-11_1J7,237
478082,2021-10-12_1J7,231
518553,2021-10-13_1J7,201
559047,2021-10-14_1J7,217
599529,2021-10-15_1J7,163
640009,2021-10-16_1J7,47
680423,2021-10-17_1J7,30
720734,2021-10-18_1J7,190
761093,2021-10-19_1J7,222
801531,2021-10-20_1J7,195
841853,2021-10-21_1J7,130
882104,2021-10-22_1J7,153
922379,2021-10-23_1J7,44
962711,2021-10-24_1J7,40
1003059,2021-10-25_1J7,183
1043398,2021-10-26_1J7,203
1083772,2021-10-27_1J7,164
1124063,2021-10-28_1J7,186
1161816,2021-10-29_1J7,147
1198695,2021-10-30_1J7,67
1225664,2021-10-31_1J7,36
36038,2021-11-01_1J7,29
76622,2021-11-02_1J7,177
117109,2021-11-03_1J7,173
157624,2021-11-04_1J7,179
198200,2021-11-05_1J7,146
238770,2021-11-06_1J7,56
279253,2021-11-07_1J7,48
319607,2021-11-08_1J7,203
359963,2021-11-09_1J7,230
400501,2021-11-10_1J7,192
441012,2021-11-11_1J7,18
562450,2021-11-14_1J7,25
602918,2021-11-15_1J7,200
643420,2021-11-16_1J7,212
683814,2021-11-17_1J7,152
724129,2021-11-18_1J7,182
764496,2021-11-19_1J7,152
804943,2021-11-20_1J7,18
845255,2021-11-21_1J7,15
885497,2021-11-22_1J7,205
925785,2021-11-23_1J7,160
966109,2021-11-24_1J7,173
1006460,2021-11-25_1J7,182
1046805,2021-11-26_1J7,163
1087182,2021-11-27_1J7,45
1127465,2021-11-28_1J7,29
1165143,2021-11-29_1J7,191
1202055,2021-11-30_1J7,172
39440,2021-12-01_1J7,176
80028,2021-12-02_1J7,182
120518,2021-12-03_1J7,160
161031,2021-12-04_1J7,43
201504,2021-12-05_1J7,15
242063,2021-12-06_1J7,197
282497,2021-12-07_1J7,195
322830,2021-12-08_1J7,166
363271,2021-12-09_1J7,173
403846,2021-12-10_1J7,174
444350,2021-12-11_1J7,47
484823,2021-12-12_1J7,25
525297,2021-12-13_1J7,174
565773,2021-12-14_1J7,192
606218,2021-12-15_1J7,170
646748,2021-12-16_1J7,176
687119,2021-12-17_1J7,146
727479,2021-12-18_1J7,40
767861,2021-12-19_1J7,28
808297,2021-12-20_1J7,154
848594,2021-12-21_1J7,158
888821,2021-12-22_1J7,138
929146,2021-12-23_1J7,103
969463,2021-12-24_1J7,15
1009769,2021-12-25_1J7,10
1050141,2021-12-26_1J7,5
1090497,2021-12-27_1J7,28
1130783,2021-12-28_1J7,29
1168464,2021-12-29_1J7,32
1205417,2021-12-30_1J7,26
1229006,2021-12-31_1J7,58
2894,2022-01-01_1J7,26
43245,2022-01-02_1J7,28
83832,2022-01-03_1J7,159
124319,2022-01-04_1J7,144
164836,2022-01-05_1J7,117
205339,2022-01-06_1J7,137
245898,2022-01-07_1J7,111
286331,2022-01-08_1J7,47
326660,2022-01-09_1J7,36
367103,2022-01-10_1J7,148
407625,2022-01-11_1J7,166
448144,2022-01-12_1J7,147
488659,2022-01-13_1J7,145
529135,2022-01-14_1J7,119
569614,2022-01-15_1J7,53
610059,2022-01-16_1J7,27
650586,2022-01-17_1J7,174
690954,2022-01-18_1J7,164
731308,2022-01-19_1J7,145
771702,2022-01-20_1J7,142
812141,2022-01-21_1J7,129
852442,2022-01-22_1J7,46
892661,2022-01-23_1J7,23
932969,2022-01-24_1J7,150
973295,2022-01-25_1J7,179
1013604,2022-01-26_1J7,151
1053984,2022-01-27_1J7,139
1094337,2022-01-28_1J7,126
1134623,2022-01-29_1J7,29
1172292,2022-01-30_1J7,26
1209244,2022-01-31_1J7,174
6291,2022-02-01_1J7,166
46648,2022-02-02_1J7,139
87233,2022-02-03_1J7,176
127718,2022-02-04_1J7,138
168243,2022-02-05_1J7,45
208735,2022-02-06_1J7,40
249289,2022-02-07_1J7,189
289720,2022-02-08_1J7,210
330060,2022-02-09_1J7,182
370501,2022-02-10_1J7,174
411022,2022-02-11_1J7,139
451551,2022-02-12_1J7,45
492060,2022-02-13_1J7,24
532533,2022-02-14_1J7,167
573007,2022-02-15_1J7,207
613452,2022-02-16_1J7,177
653978,2022-02-17_1J7,181
694350,2022-02-18_1J7,99
734713,2022-02-19_1J7,54
775102,2022-02-20_1J7,41
815529,2022-02-21_1J7,179
855837,2022-02-22_1J7,202
896059,2022-02-23_1J7,167
936365,2022-02-24_1J7,148
976687,2022-02-25_1J7,148
1017010,2022-02-26_1J7,54
1057385,2022-02-27_1J7,41
1097738,2022-02-28_1J7,193
9701,2022-03-01_1J7,170
50057,2022-03-02_1J7,160
90636,2022-03-03_1J7,180
131117,2022-03-04_1J7,153
171635,2022-03-05_1J7,65
212120,2022-03-06_1J7,48
252682,2022-03-07_1J7,188
293116,2022-03-08_1J7,199
333451,2022-03-09_1J7,193
373891,2022-03-10_1J7,195
414420,2022-03-11_1J7,164
454935,2022-03-12_1J7,55
495435,2022-03-13_1J7,43
535908,2022-03-14_1J7,181
576396,2022-03-15_1J7,194
616859,2022-03-16_1J7,184
657368,2022-03-17_1J7,175
697701,2022-03-18_1J7,130
738067,2022-03-19_1J7,48
778449,2022-03-20_1J7,47
818803,2022-03-21_1J7,192
859041,2022-03-22_1J7,209
899401,2022-03-23_1J7,173
939722,2022-03-24_1J7,191
980044,2022-03-25_1J7,139
1020360,2022-03-26_1J7,61
1060740,2022-03-27_1J7,53
1101066,2022-03-28_1J7,211
1138782,2022-03-29_1J7,215
1175644,2022-03-30_1J7,194
1212579,2022-03-31_1J7,187
13036,2022-04-01_1J7,146
53399,2022-04-02_1J7,41
93926,2022-04-03_1J7,49
134388,2022-04-04_1J7,199
174955,2022-04-05_1J7,202
215471,2022-04-06_1J7,176
256026,2022-04-07_1J7,198
296411,2022-04-08_1J7,168
336756,2022-04-09_1J7,43
377246,2022-04-10_1J7,57
417738,2022-04-11_1J7,194
458238,2022-04-12_1J7,179
498714,2022-04-13_1J7,157
539196,2022-04-14_1J7,160
579729,2022-04-15_1J7,139
620202,2022-04-16_1J7,24
701012,2022-04-18_1J7,40
741353,2022-04-19_1J7,194
781794,2022-04-20_1J7,183
822109,2022-04-21_1J7,187
862349,2022-04-22_1J7,157
902735,2022-04-23_1J7,47
943047,2022-04-24_1J7,37
983376,2022-04-25_1J7,175
1023669,2022-04-26_1J7,204
1064089,2022-04-27_1J7,165
1104386,2022-04-28_1J7,182
1142107,2022-04-29_1J7,126
1179000,2022-04-30_1J7,57
16342,2022-05-01_1J7,20
56731,2022-05-02_1J7,170
97222,2022-05-03_1J7,187
137740,2022-05-04_1J7,166
178304,2022-05-05_1J7,182
218842,2022-05-06_1J7,133
259393,2022-05-07_1J7,53
299727,2022-05-08_1J7,31
340069,2022-05-09_1J7,226
380600,2022-05-10_1J7,205
421138,2022-05-11_1J7,179
461639,2022-05-12_1J7,194
502084,2022-05-13_1J7,176
542566,2022-05-14_1J7,58
583121,2022-05-15_1J7,33
623589,2022-05-16_1J7,217
664112,2022-05-17_1J7,69
704402,2022-05-18_1J7,124
744740,2022-05-19_1J7,197
785191,2022-05-20_1J7,169
825500,2022-05-21_1J7,52
865750,2022-05-22_1J7,43
906107,2022-05-23_1J7,199
946433,2022-05-24_1J7,185
986788,2022-05-25_1J7,165
1027082,2022-05-26_1J7,15
1145498,2022-05-29_1J7,26
1182388,2022-05-30_1J7,168
1215978,2022-05-31_1J7,153
19731,2022-06-01_1J7,193
60092,2022-06-02_1J7,217
100592,2022-06-03_1J7,159
141103,2022-06-04_1J7,17
222234,2022-06-06_1J7,30
262768,2022-06-07_1J7,230
303103,2022-06-08_1J7,188
343461,2022-06-09_1J7,190
383996,2022-06-10_1J7,163
424529,2022-06-11_1J7,71
465011,2022-06-12_1J7,64
505462,2022-06-13_1J7,204
545957,2022-06-14_1J7,222
586519,2022-06-15_1J7,205
626985,2022-06-16_1J7,204
667415,2022-06-17_1J7,179
707707,2022-06-18_1J7,53
748045,2022-06-19_1J7,61
788492,2022-06-20_1J7,182
828790,2022-06-21_1J7,221
869035,2022-06-22_1J7,196
909307,2022-06-23_1J7,138
949637,2022-06-24_1J7,44
990000,2022-06-25_1J7,10
1030298,2022-06-26_1J7,22
1070680,2022-06-27_1J7,47
1110970,2022-06-28_1J7,58
1148710,2022-06-29_1J7,48
1185588,2022-06-30_1J7,47
22946,2022-07-01_1J7,36
63497,2022-07-02_1J7,49
103994,2022-07-03_1J7,57
144498,2022-07-04_1J7,189
185062,2022-07-05_1J7,194
225638,2022-07-06_1J7,117
266155,2022-07-07_1J7,165
306493,2022-07-08_1J7,123
346858,2022-07-09_1J7,43
387394,2022-07-10_1J7,42
427916,2022-07-11_1J7,183
468392,2022-07-12_1J7,190
508856,2022-07-13_1J7,159
549333,2022-07-14_1J7,49
589861,2022-07-15_1J7,108
630294,2022-07-16_1J7,56
670723,2022-07-17_1J7,58
711028,2022-07-18_1J7,152
751372,2022-07-19_1J7,159
791812,2022-07-20_1J7,164
832106,2022-07-21_1J7,157
872354,2022-07-22_1J7,141
912610,2022-07-23_1J7,48
952942,2022-07-24_1J7,41
993296,2022-07-25_1J7,169
1033606,2022-07-26_1J7,168
1073987,2022-07-27_1J7,153
1114284,2022-07-28_1J7,136
1152024,2022-07-29_1J7,116
1188904,2022-07-30_1J7,36
1219292,2022-07-31_1J7,51
